Unnamed: 0,ID,id_student,code_module,code_presentation,url_row,forumng_row,homepage_row,oucontent_row,subpage_row,resource_row,sharedsubpage_row,page_row,questionnaire_row,ouwiki_row,htmlactivity_row,ouelluminate_row,dataplus_row,externalquiz_row,repeatactivity_row,dualpane_row,quiz_row,glossary_row,oucollaborate_row,folder_row,url_col,forumng_col,homepage_col,oucontent_col,subpage_col,resource_col,sharedsubpage_col,page_col,questionnaire_col,ouwiki_col,htmlactivity_col,ouelluminate_col,dataplus_col,externalquiz_col,repeatactivity_col,dualpane_col,quiz_col,glossary_col,oucollaborate_col,folder_col
39,120,39411,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 1,Cuartil 2,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0
40,121,39427,DDD,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 2,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0
41,125,40184,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0
42,128,40419,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
43,129,40508,EEE,2013J,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 1,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
44,130,40563,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0
45,139,42616,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 4
46,141,42638,EEE,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0
47,145,42818,DDD,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0
48,149,43564,EEE,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0
49,150,43958,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0
50,153,45462,AAA,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0
51,154,45642,AAA,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0
52,166,47063,DDD,2013J,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 0,Cuartil 2,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
53,167,47855,BBB,2013J,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 0,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
54,170,47924,FFF,2013J,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
55,171,48040,BBB,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 1,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0
56,172,48152,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0
57,173,48503,BBB,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0
58,179,49670,FFF,2013J,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 1,Cuartil 2,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
59,184,50487,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 4
60,185,50610,DDD,2013J,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
61,190,51163,DDD,2013J,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0
62,191,51301,BBB,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0
63,192,51485,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 4
64,195,51576,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 4
65,198,52130,AAA,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0
66,203,52797,BBB,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 0
67,205,52899,BBB,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0
68,206,53025,AAA,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
69,208,53166,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 4
70,212,53360,BBB,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0
71,214,53626,FFF,2013J,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
72,221,54062,EEE,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 0
73,222,54388,BBB,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
74,227,54882,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
75,228,55013,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0
76,229,55026,BBB,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0
77,232,55419,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 2,Cuartil 1,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0
78,235,56340,BBB,2013J,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
